name,price,points,position,team,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,is_penalty_taker,is_starter,team_pr,team_gfpg,team_gapg,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,round,pred_points
ניקולה ולאשיץ',9,9,M,קרואטיה,1,124,1,0,0.7,6.96,0.333,0.459,0.25,0.0,0.125,Nikola Vlasic,0,1,0.444,1.7,1.05,צ`כיה,1.7,1.05,1.3,1.65,0.047,1.728,1.14,"(1, 1)",2,4.16
לוקה מודריץ',8,14,M,קרואטיה,3,270,1,1,1.0,7.15,1.0,1.0,0.25,0.25,0.25,Luka Modric,1,1,0.444,1.7,1.05,צ`כיה,1.7,1.05,1.3,1.65,0.047,1.728,1.14,"(1, 1)",2,5.918
יוסיפ ברקאלו,7,2,M,קרואטיה,1,66,0,0,0.0,6.14,0.333,0.244,0.0,0.0,0.0,Josip Brekalo,0,0,0.444,1.7,1.05,צ`כיה,1.7,1.05,1.3,1.65,0.047,1.728,1.14,"(1, 1)",2,0.0
מרסלו ברוזוביץ',7,4,M,קרואטיה,2,163,0,0,0.3,6.32,0.667,0.604,0.0,0.0,0.0,Marcelo Brozovic,0,1,0.444,1.7,1.05,צ`כיה,1.7,1.05,1.3,1.65,0.047,1.728,1.14,"(1, 1)",2,2.0
מריו פשאליץ',6,1,M,קרואטיה,0,5,0,0,1.0,5.98,0.0,0.019,0.0,0.0,0.0,Mario Pasalic,0,0,0.444,1.7,1.05,צ`כיה,1.7,1.05,1.3,1.65,0.047,1.728,1.14,"(1, 1)",2,0.0
מתאו קובאצ'יץ',6,8,M,קרואטיה,3,262,0,1,1.0,6.94,1.0,0.97,0.0,0.25,0.125,Mateo Kovacic,0,0,0.444,1.7,1.05,צ`כיה,1.7,1.05,1.3,1.65,0.047,1.728,1.14,"(1, 1)",2,0.0
לוקה איבנושץ,5,2,M,קרואטיה,0,59,0,0,0.5,6.21,0.0,0.219,0.0,0.0,0.0,Luka Ivanusec,0,0,0.444,1.7,1.05,צ`כיה,1.7,1.05,1.3,1.65,0.047,1.728,1.14,"(1, 1)",2,0.0
פיוטר זיילינסקי,9,9,M,פולין,3,248,0,1,0.7,6.96,1.0,0.919,0.0,0.143,0.071,Piotr Zielinski,0,1,0.323,1.44,0.6,ספרד,1.44,0.6,2.48,0.6,-0.388,0.815,2.059,"(0, 2)",2,2.349
גז'גוז' קריכוביאק,6,0,M,פולין,3,270,0,1,1.7,6.83,1.0,1.0,0.0,0.143,0.071,Grzegorz Krychowiak,0,0,0.323,1.44,0.6,ספרד,1.44,0.6,2.48,0.6,-0.388,0.815,2.059,"(0, 2)",2,0.0
יאקוב מודר,6,2,M,פולין,2,149,1,0,0.5,6.58,0.667,0.552,0.143,0.0,0.071,Jakub Moder,0,0,0.323,1.44,0.6,ספרד,1.44,0.6,2.48,0.6,-0.388,0.815,2.059,"(0, 2)",2,0.0
פז'מיסלאב פרנקובסקי,4,6,M,פולין,0,31,0,0,0.0,6.22,0.0,0.115,0.0,0.0,0.0,Przemyslaw Placheta,0,0,0.323,1.44,0.6,ספרד,1.44,0.6,2.48,0.6,-0.388,0.815,2.059,"(0, 2)",2,0.0
פז'מיסלב פלאשטה,4,1,M,פולין,0,31,0,0,0.0,6.22,0.0,0.115,0.0,0.0,0.0,Przemyslaw Placheta,0,0,0.323,1.44,0.6,ספרד,1.44,0.6,2.48,0.6,-0.388,0.815,2.059,"(0, 2)",2,0.0
קספר קוזלובסקי,4,-2,M,פולין,0,17,0,0,1.0,6.5,0.0,0.063,0.0,0.0,0.0,Kacper Kozlowski,0,0,0.323,1.44,0.6,ספרד,1.44,0.6,2.48,0.6,-0.388,0.815,2.059,"(0, 2)",2,0.0
שרדאן שאקירי,9,20,M,שווייץ,3,217,2,1,3.0,7.32,1.0,0.804,0.5,0.25,0.375,Xherdan Shaqiri,0,1,0.608,1.9,0.8999999999999999,איטליה,1.9,0.8999999999999999,2.96,0.48,-0.326,0.982,2.449,"(0, 2)",2,5.191
אדמיר מחמדי,6,1,M,שווייץ,0,4,0,0,0.0,6.0,0.0,0.015,0.0,0.0,0.0,Admir Mehmedi,0,0,0.608,1.9,0.8999999999999999,איטליה,1.9,0.8999999999999999,2.96,0.48,-0.326,0.982,2.449,"(0, 2)",2,0.0
גרניט ג'אקה,6,5,M,שווייץ,3,270,0,0,1.0,6.94,1.0,1.0,0.0,0.0,0.0,Granit Xhaka,0,1,0.608,1.9,0.8999999999999999,איטליה,1.9,0.8999999999999999,2.96,0.48,-0.326,0.982,2.449,"(0, 2)",2,2.0
רובן ורגאס,6,2,M,שווייץ,0,30,0,0,0.5,6.15,0.0,0.111,0.0,0.0,0.0,Ruben Vargas,0,0,0.608,1.9,0.8999999999999999,איטליה,1.9,0.8999999999999999,2.96,0.48,-0.326,0.982,2.449,"(0, 2)",2,0.0
רמו פרוילר,6,6,M,שווייץ,3,264,0,0,0.0,6.88,1.0,0.978,0.0,0.0,0.0,Remo Freuler,0,1,0.608,1.9,0.8999999999999999,איטליה,1.9,0.8999999999999999,2.96,0.48,-0.326,0.982,2.449,"(0, 2)",2,2.0
דניס זקאריה,5,1,M,שווייץ,0,24,0,0,1.0,5.8,0.0,0.089,0.0,0.0,0.0,Denis Zakaria,0,0,0.608,1.9,0.8999999999999999,איטליה,1.9,0.8999999999999999,2.96,0.48,-0.326,0.982,2.449,"(0, 2)",2,0.0
סטיבן צובר,5,12,M,שווייץ,1,118,0,3,2.5,7.34,0.333,0.437,0.0,0.75,0.375,Steven Zuber,0,0,0.608,1.9,0.8999999999999999,איטליה,1.9,0.8999999999999999,2.96,0.48,-0.326,0.982,2.449,"(0, 2)",2,0.0
ג'יבריל סו,4,1,M,שווייץ,0,6,0,0,1.0,6.22,0.0,0.022,0.0,0.0,0.0,Djibril Sow,0,0,0.608,1.9,0.8999999999999999,איטליה,1.9,0.8999999999999999,2.96,0.48,-0.326,0.982,2.449,"(0, 2)",2,0.0
כריסטיאן אריקסן,9,1,M,דנמרק,1,43,0,0,2.0,6.61,0.333,0.159,0.0,0.0,0.0,Christian Eriksen,1,0,0.697,2.3,0.8999999999999999,בלגיה,2.3,0.8999999999999999,3.2,0.36,-0.196,1.18,2.349,"(1, 2)",2,0.0
אנדראס סקוב אולסן,7,2,M,דנמרק,0,33,0,0,0.0,6.46,0.0,0.122,0.0,0.0,0.0,Andreas Skov Olsen,0,0,0.697,2.3,0.8999999999999999,בלגיה,2.3,0.8999999999999999,3.2,0.36,-0.196,1.18,2.349,"(1, 2)",2,0.0
פייר-אמיל הויביירג,5,11,M,דנמרק,3,270,0,3,2.0,7.29,1.0,1.0,0.0,1.0,0.375,Pierre-Emile Højbjerg,0,1,0.697,2.3,0.8999999999999999,בלגיה,2.3,0.8999999999999999,3.2,0.36,-0.196,1.18,2.349,"(1, 2)",2,5.539
תומאס דילייני,5,5,M,דנמרק,3,234,0,0,1.7,6.66,1.0,0.867,0.0,0.0,0.0,Thomas Delaney,0,1,0.697,2.3,0.8999999999999999,בלגיה,2.3,0.8999999999999999,3.2,0.36,-0.196,1.18,2.349,"(1, 2)",2,2.0
מיקל דמסגארד,4,8,M,דנמרק,2,144,1,0,2.0,7.13,0.667,0.533,0.2,0.0,0.125,Mikkel Damsgaard,0,1,0.697,2.3,0.8999999999999999,בלגיה,2.3,0.8999999999999999,3.2,0.36,-0.196,1.18,2.349,"(1, 2)",2,3.18
מתיאס ינסן,4,2,M,דנמרק,0,69,0,0,0.7,6.0,0.0,0.256,0.0,0.0,0.0,Mathias Jensen,0,0,0.697,2.3,0.8999999999999999,בלגיה,2.3,0.8999999999999999,3.2,0.36,-0.196,1.18,2.349,"(1, 2)",2,0.0
אנדרס כריסטיאנסן,3,0,M,דנמרק,3,270,1,0,1.0,7.04,1.0,1.0,0.2,0.0,0.125,Andreas Christensen,0,0,0.697,2.3,0.8999999999999999,בלגיה,2.3,0.8999999999999999,3.2,0.36,-0.196,1.18,2.349,"(1, 2)",2,0.0
כריסטיאן נורגורד,3,2,M,דנמרק,0,46,0,0,0.0,6.23,0.0,0.17,0.0,0.0,0.0,Christian Nørgaard,0,0,0.697,2.3,0.8999999999999999,בלגיה,2.3,0.8999999999999999,3.2,0.36,-0.196,1.18,2.349,"(1, 2)",2,0.0
הקאן צ'לאנולו,8,7,M,טורקיה,3,266,0,1,0.3,6.43,1.0,0.985,0.0,1.0,0.5,Hakan Calhanoglu,0,1,0.572,1.44,0.36,וויילס,1.44,0.36,1.0,0.8999999999999999,0.14,1.287,0.623,"(1, 0)",2,5.861
יוסוף יאזיצ'י,7,3,M,טורקיה,1,118,0,0,0.3,6.34,0.333,0.437,0.0,0.0,0.0,Yusuf Yazici,0,1,0.572,1.44,0.36,וויילס,1.44,0.36,1.0,0.8999999999999999,0.14,1.287,0.623,"(1, 0)",2,2.0
אוזאן טופאן,6,5,M,טורקיה,3,173,0,0,0.7,6.07,1.0,0.641,0.0,0.0,0.0,Ozan Tufan,0,1,0.572,1.44,0.36,וויילס,1.44,0.36,1.0,0.8999999999999999,0.14,1.287,0.623,"(1, 0)",2,2.0
ג'נגיז אונדר,6,5,M,טורקיה,2,208,0,0,2.7,6.7,0.667,0.77,0.0,0.0,0.0,Cengiz Ünder,0,0,0.572,1.44,0.36,וויילס,1.44,0.36,1.0,0.8999999999999999,0.14,1.287,0.623,"(1, 0)",2,0.0
אירפאן קאבג'י,5,9,M,טורקיה,1,112,1,0,0.7,6.39,0.333,0.415,1.0,0.0,0.5,Irfan Can Kahveci,0,0,0.572,1.44,0.36,וויילס,1.44,0.36,1.0,0.8999999999999999,0.14,1.287,0.623,"(1, 0)",2,0.0
אוקאי יוקושלו,4,4,M,טורקיה,2,138,0,0,0.0,6.41,0.667,0.511,0.0,0.0,0.0,Okay Yokuslu,0,1,0.572,1.44,0.36,וויילס,1.44,0.36,1.0,0.8999999999999999,0.14,1.287,0.623,"(1, 0)",2,2.0
אורקון קוקג'ו,4,1,M,טורקיה,0,10,0,0,0.0,6.39,0.0,0.037,0.0,0.0,0.0,Orkun Kökcü,0,0,0.572,1.44,0.36,וויילס,1.44,0.36,1.0,0.8999999999999999,0.14,1.287,0.623,"(1, 0)",2,0.0
דורוחן טוקוז,3,1,M,טורקיה,0,4,0,0,0.0,6.25,0.0,0.015,0.0,0.0,0.0,Dorukhan Tokoz,0,0,0.572,1.44,0.36,וויילס,1.44,0.36,1.0,0.8999999999999999,0.14,1.287,0.623,"(1, 0)",2,0.0
אלכסיי מירנצ'וק,7,10,M,רוסיה,2,173,1,0,0.7,6.74,0.667,0.641,0.5,0.0,0.333,Aleksey Miranchuk,0,1,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,6.829
אלכסנדר גולובין,7,6,M,רוסיה,3,270,0,0,1.7,6.54,1.0,1.0,0.0,0.0,0.0,Aleksandr Golovin,0,1,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,2.0
דניס צ'רישב,6,2,M,רוסיה,0,34,0,0,0.0,6.06,0.0,0.126,0.0,0.0,0.0,Denis Cheryshev,0,0,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,0.0
דאלר קוזיאייב,5,5,M,רוסיה,3,186,0,0,0.3,6.9,1.0,0.689,0.0,0.0,0.0,Daler Kuzyaev,0,0,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,0.0
מגומד אוזדויב,5,5,M,רוסיה,3,212,0,0,1.3,6.3,1.0,0.785,0.0,0.0,0.0,Magomed Ozdoev,0,1,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,2.0
רומן זובנין,5,6,M,רוסיה,3,243,0,0,1.0,6.09,1.0,0.9,0.0,0.0,0.0,Roman Zobnin,0,1,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,2.0
ריפאט ז'מאלטדינוב,5,2,M,רוסיה,0,58,0,0,1.0,6.01,0.0,0.215,0.0,0.0,0.0,Rifat Zhemaletdinov,0,0,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,0.0
דמיטרי בארינוב,4,2,M,רוסיה,2,136,0,0,0.0,6.21,0.667,0.504,0.0,0.0,0.0,Dimitri Barinov,0,0,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,0.0
מקסים מוחין,3,3,M,רוסיה,0,55,0,0,0.0,6.16,0.0,0.204,0.0,0.0,0.0,Maksim Mukhin,0,0,0.299,2.0,0.96,פינלנד,2.0,0.96,1.28,1.2,0.264,1.931,0.956,"(1, 0)",2,0.0
ויקטור ציגנקוב,8,2,M,אוקראינה,0,65,0,0,0.5,6.19,0.0,0.241,0.0,0.0,0.0,Viktor Tsygankov,0,0,0.309,1.7,0.6,צפון מקדוניה,1.7,0.6,1.0,1.4000000000000041,0.249,1.849,0.689,"(1, 0)",2,0.0
אנדרי ירמולנקו,7,19,M,אוקראינה,3,250,2,1,2.7,7.14,1.0,0.926,0.5,0.25,0.375,Andriy Yarmolenko,1,1,0.309,1.7,0.6,צפון מקדוניה,1.7,0.6,1.0,1.4000000000000041,0.249,1.849,0.689,"(1, 0)",2,8.472
רוסלן מלינובסקי,7,6,M,אוקראינה,3,226,0,1,2.3,6.82,1.0,0.837,0.0,0.25,0.125,Ruslan Malinovskiy,0,1,0.309,1.7,0.6,צפון מקדוניה,1.7,0.6,1.0,1.4000000000000041,0.249,1.849,0.689,"(1, 0)",2,3.387
מארלוס,6,3,M,אוקראינה,0,73,0,0,0.0,6.03,0.0,0.27,0.0,0.0,0.0,Marlos Romero Bonfim,0,0,0.309,1.7,0.6,צפון מקדוניה,1.7,0.6,1.0,1.4000000000000041,0.249,1.849,0.689,"(1, 0)",2,0.0
אלכסנדר זובקוב,5,1,M,אוקראינה,1,13,0,0,0.0,6.22,0.333,0.048,0.0,0.0,0.0,Oleksandr Zubkov,0,1,0.309,1.7,0.6,צפון מקדוניה,1.7,0.6,1.0,1.4000000000000041,0.249,1.849,0.689,"(1, 0)",2,2.0
טארס סטפננקו,5,2,M,אוקראינה,1,90,0,0,0.0,6.32,0.333,0.333,0.0,0.0,0.0,Taras Stepanenko,0,1,0.309,1.7,0.6,צפון מקדוניה,1.7,0.6,1.0,1.4000000000000041,0.249,1.849,0.689,"(1, 0)",2,2.0
סרגיי סידורצ'וק,5,4,M,אוקראינה,2,192,0,0,0.3,6.29,0.667,0.711,0.0,0.0,0.0,Serhiy Sydorchuk,0,0,0.309,1.7,0.6,צפון מקדוניה,1.7,0.6,1.0,1.4000000000000041,0.249,1.849,0.689,"(1, 0)",2,0.0
אמיל פורסברג,9,22,M,שבדיה,3,251,3,0,2.7,7.55,1.0,0.93,0.75,0.0,0.429,Emil Forsberg,1,1,0.627,1.84,1.08,סלובקיה,1.84,1.08,1.2,1.44,0.489,2.404,0.865,"(2, 0)",2,11.478
דז'אן קולוסבסקי,7,7,M,שבדיה,0,35,0,2,0.0,7.32,0.0,0.13,0.0,0.667,0.286,Dejan Kulusevski,0,0,0.627,1.84,1.08,סלובקיה,1.84,1.08,1.2,1.44,0.489,2.404,0.865,"(2, 0)",2,0.0
ויקטור קלאסון,7,8,M,שבדיה,0,60,1,0,0.7,6.44,0.0,0.222,0.25,0.0,0.143,Viktor Claesson,0,0,0.627,1.84,1.08,סלובקיה,1.84,1.08,1.2,1.44,0.489,2.404,0.865,"(2, 0)",2,0.0
סבסטיאן לארסון,5,6,M,שבדיה,3,270,0,0,0.7,6.82,1.0,1.0,0.0,0.0,0.0,Sebastian Larsson,0,0,0.627,1.84,1.08,סלובקיה,1.84,1.08,1.2,1.44,0.489,2.404,0.865,"(2, 0)",2,0.0
אלבין אקדל,4,6,M,שבדיה,3,268,0,0,0.7,6.76,1.0,0.993,0.0,0.0,0.0,Albin Ekdal,0,0,0.627,1.84,1.08,סלובקיה,1.84,1.08,1.2,1.44,0.489,2.404,0.865,"(2, 0)",2,0.0
גוסטב סוונסון,4,1,M,שבדיה,0,2,0,0,0.0,6.13,0.0,0.007,0.0,0.0,0.0,Gustav Svensson,0,0,0.627,1.84,1.08,סלובקיה,1.84,1.08,1.2,1.44,0.489,2.404,0.865,"(2, 0)",2,0.0
ינס קאיוסטה,4,1,M,שבדיה,0,6,0,0,0.0,6.24,0.0,0.022,0.0,0.0,0.0,Jens Cajuste,0,0,0.627,1.84,1.08,סלובקיה,1.84,1.08,1.2,1.44,0.489,2.404,0.865,"(2, 0)",2,0.0
כריסטופר אולסון,4,5,M,שבדיה,3,238,0,0,0.3,6.42,1.0,0.881,0.0,0.0,0.0,Kristoffer Olsson,0,0,0.627,1.84,1.08,סלובקיה,1.84,1.08,1.2,1.44,0.489,2.404,0.865,"(2, 0)",2,0.0
תומאש סוצ'ק,7,9,M,צ`כיה,3,270,0,1,1.7,6.92,1.0,1.0,0.0,0.5,0.2,Tomas Soucek,0,1,0.397,1.3,1.65,קרואטיה,1.3,1.65,1.7,1.05,-0.047,1.14,1.728,"(1, 1)",2,3.71
אנטונין באראק,6,1,M,צ`כיה,0,3,0,0,0.0,6.0,0.0,0.011,0.0,0.0,0.0,Antonin Barak,0,0,0.397,1.3,1.65,קרואטיה,1.3,1.65,1.7,1.05,-0.047,1.14,1.728,"(1, 1)",2,0.0
ולדימיר דארידה,6,6,M,צ`כיה,3,238,0,0,0.7,6.7,1.0,0.881,0.0,0.0,0.0,Vladimír Darida,0,1,0.397,1.3,1.65,קרואטיה,1.3,1.65,1.7,1.05,-0.047,1.14,1.728,"(1, 1)",2,2.0
יאקוב יאנקטו,6,5,M,צ`כיה,3,192,0,0,0.7,6.46,1.0,0.711,0.0,0.0,0.0,Jakub Jankto,0,1,0.397,1.3,1.65,קרואטיה,1.3,1.65,1.7,1.05,-0.047,1.14,1.728,"(1, 1)",2,2.0
לוקאס מאסופוסט,4,5,M,צ`כיה,3,199,0,0,0.0,6.54,1.0,0.737,0.0,0.0,0.0,Lukas Masopust,0,1,0.397,1.3,1.65,קרואטיה,1.3,1.65,1.7,1.05,-0.047,1.14,1.728,"(1, 1)",2,2.0
תומאש הולש,4,5,M,צ`כיה,2,170,0,0,0.7,6.4,0.667,0.63,0.0,0.0,0.0,Tomás Holes,0,0,0.397,1.3,1.65,קרואטיה,1.3,1.65,1.7,1.05,-0.047,1.14,1.728,"(1, 1)",2,0.0
אלכס קראל,3,4,M,צ`כיה,1,120,0,0,0.3,6.27,0.333,0.444,0.0,0.0,0.0,Alex Kral,0,1,0.397,1.3,1.65,קרואטיה,1.3,1.65,1.7,1.05,-0.047,1.14,1.728,"(1, 1)",2,2.0
פטר שבצ'יק,3,3,M,צ`כיה,0,64,0,0,0.0,6.08,0.0,0.237,0.0,0.0,0.0,Petr Sevcik,0,0,0.397,1.3,1.65,קרואטיה,1.3,1.65,1.7,1.05,-0.047,1.14,1.728,"(1, 1)",2,0.0
ארון ראמזי,7,11,M,וויילס,3,265,1,0,1.3,6.79,1.0,0.981,0.333,0.0,0.167,Aaron Ramsey,0,1,0.432,1.0,0.8999999999999999,טורקיה,1.0,0.8999999999999999,1.44,0.36,-0.14,0.623,1.287,"(0, 1)",2,3.039
הארי ווילסון,7,2,M,וויילס,0,21,0,0,0.5,6.3,0.0,0.078,0.0,0.0,0.0,Harry Wilson,0,1,0.432,1.0,0.8999999999999999,טורקיה,1.0,0.8999999999999999,1.44,0.36,-0.14,0.623,1.287,"(0, 1)",2,2.0
דייויד ברוקס,6,2,M,וויילס,0,20,0,0,0.0,6.06,0.0,0.074,0.0,0.0,0.0,David Brooks,0,0,0.432,1.0,0.8999999999999999,טורקיה,1.0,0.8999999999999999,1.44,0.36,-0.14,0.623,1.287,"(0, 1)",2,0.0
דניאל ג'יימס,6,6,M,וויילס,3,239,0,0,0.7,7.04,1.0,0.885,0.0,0.0,0.0,Daniel James,0,1,0.432,1.0,0.8999999999999999,טורקיה,1.0,0.8999999999999999,1.44,0.36,-0.14,0.623,1.287,"(0, 1)",2,2.0
אית'ן אמפאדו,4,0,M,וויילס,1,73,0,0,0.0,5.89,0.333,0.27,0.0,0.0,0.0,Ethan Ampadu,0,1,0.432,1.0,0.8999999999999999,טורקיה,1.0,0.8999999999999999,1.44,0.36,-0.14,0.623,1.287,"(0, 1)",2,2.0
ג'ו אלן,4,5,M,וויילס,3,249,0,0,0.0,6.33,1.0,0.922,0.0,0.0,0.0,Joe Allen,0,0,0.432,1.0,0.8999999999999999,טורקיה,1.0,0.8999999999999999,1.44,0.36,-0.14,0.623,1.287,"(0, 1)",2,0.0
ג'ו מורל,4,9,M,וויילס,3,240,0,1,0.3,6.92,1.0,0.889,0.0,0.333,0.167,Joe Morrell,0,1,0.432,1.0,0.8999999999999999,טורקיה,1.0,0.8999999999999999,1.44,0.36,-0.14,0.623,1.287,"(0, 1)",2,2.623
דילן לוויט,3,1,M,וויילס,0,4,0,0,0.0,6.0,0.0,0.015,0.0,0.0,0.0,Dylan Levitt,0,0,0.432,1.0,0.8999999999999999,טורקיה,1.0,0.8999999999999999,1.44,0.36,-0.14,0.623,1.287,"(0, 1)",2,0.0
אונדרי דודה,6,3,M,סלובקיה,2,173,0,0,0.5,6.96,0.667,0.641,0.0,0.0,0.0,Ondrej Duda,0,1,0.138,1.2,1.44,שבדיה,1.2,1.44,1.84,1.08,-0.489,0.865,2.404,"(0, 2)",2,2.0
יוראי קוצקה,6,1,M,סלובקיה,3,226,0,0,1.7,6.97,1.0,0.837,0.0,0.0,0.0,Juraj Kucka,0,0,0.138,1.2,1.44,שבדיה,1.2,1.44,1.84,1.08,-0.489,0.865,2.404,"(0, 2)",2,0.0
רוברט מאק,6,6,M,סלובקיה,2,166,1,1,1.0,7.54,0.667,0.615,0.25,0.25,0.25,Róbert Mak,0,1,0.138,1.2,1.44,שבדיה,1.2,1.44,1.84,1.08,-0.489,0.865,2.404,"(0, 2)",2,3.73
פטריק הרושובסקי,5,3,M,סלובקיה,2,201,0,0,0.0,6.71,0.667,0.744,0.0,0.0,0.0,Patrik Hrosovsky,0,0,0.138,1.2,1.44,שבדיה,1.2,1.44,1.84,1.08,-0.489,0.865,2.404,"(0, 2)",2,0.0
מאתוש ברו,4,0,M,סלובקיה,1,78,0,0,1.0,6.64,0.333,0.289,0.0,0.0,0.0,Matús Bero,0,0,0.138,1.2,1.44,שבדיה,1.2,1.44,1.84,1.08,-0.489,0.865,2.404,"(0, 2)",2,0.0
תומאש סוסלוב,4,2,M,סלובקיה,1,72,0,0,2.0,6.6,0.333,0.267,0.0,0.0,0.0,Tomás Suslov,0,0,0.138,1.2,1.44,שבדיה,1.2,1.44,1.84,1.08,-0.489,0.865,2.404,"(0, 2)",2,0.0
לאסי לפאלאינן,5,1,M,פינלנד,0,16,0,0,0.0,5.93,0.0,0.059,0.0,0.0,0.0,Lassi Lappalainen,0,0,0.035,1.28,1.2,רוסיה,1.28,1.2,2.0,0.96,-0.264,0.956,1.931,"(0, 1)",2,0.0
פרדריק ינסן,5,2,M,פינלנד,0,7,0,0,0.0,6.04,0.0,0.026,0.0,0.0,0.0,Fredrik Jensen,0,0,0.035,1.28,1.2,רוסיה,1.28,1.2,2.0,0.96,-0.264,0.956,1.931,"(0, 1)",2,0.0
רובין לוד,5,5,M,פינלנד,3,270,0,0,0.7,6.55,1.0,1.0,0.0,0.0,0.0,Robin Lod,0,1,0.035,1.28,1.2,רוסיה,1.28,1.2,2.0,0.96,-0.264,0.956,1.931,"(0, 1)",2,2.0
גלן קמארה,4,5,M,פינלנד,3,270,0,0,0.3,6.67,1.0,1.0,0.0,0.0,0.0,Glen Kamara,0,1,0.035,1.28,1.2,רוסיה,1.28,1.2,2.0,0.96,-0.264,0.956,1.931,"(0, 1)",2,2.0
טים ספארב,4,2,M,פינלנד,2,135,0,0,0.0,6.59,0.667,0.5,0.0,0.0,0.0,Tim Sparv,0,1,0.035,1.28,1.2,רוסיה,1.28,1.2,2.0,0.96,-0.264,0.956,1.931,"(0, 1)",2,2.0
פירי סוירי,4,1,M,פינלנד,0,16,0,0,0.0,6.28,0.0,0.059,0.0,0.0,0.0,Pyry Soiri,0,0,0.035,1.28,1.2,רוסיה,1.28,1.2,2.0,0.96,-0.264,0.956,1.931,"(0, 1)",2,0.0
רסמוס שולר,4,4,M,פינלנד,1,112,0,0,0.0,6.38,0.333,0.415,0.0,0.0,0.0,Rasmus Schüller,0,0,0.035,1.28,1.2,רוסיה,1.28,1.2,2.0,0.96,-0.264,0.956,1.931,"(0, 1)",2,0.0
יוני קאוקו,3,3,M,פינלנד,0,57,0,0,0.7,6.09,0.0,0.211,0.0,0.0,0.0,Joni Kauko,0,0,0.035,1.28,1.2,רוסיה,1.28,1.2,2.0,0.96,-0.264,0.956,1.931,"(0, 1)",2,0.0
אליף אלמאס,6,6,M,צפון מקדוניה,3,270,0,0,2.0,6.49,1.0,1.0,0.0,0.0,0.0,Eljif Elmas,0,1,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,2.0
אלכסנדר טראיקובסקי,6,4,M,צפון מקדוניה,2,176,0,1,2.0,6.37,0.667,0.652,0.0,1.0,0.333,Aleksandar Trajkovski,0,1,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,4.066
אניס בארדי,6,6,M,צפון מקדוניה,3,237,0,0,1.7,6.62,1.0,0.878,0.0,0.0,0.0,Enis Bardhi,0,0,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,0.0
אריאן אדמי,4,6,M,צפון מקדוניה,3,254,0,0,0.3,6.49,1.0,0.941,0.0,0.0,0.0,Arijan Ademi,0,1,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,2.0
בובאן ניקולוב,4,4,M,צפון מקדוניה,2,121,0,0,1.3,6.1,0.667,0.448,0.0,0.0,0.0,Boban Nikolov,0,1,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,2.0
דרקו קורלינוב,4,2,M,צפון מקדוניה,0,79,0,0,0.0,6.24,0.0,0.293,0.0,0.0,0.0,Darko Churlinov,0,0,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,0.0
טיומיר קוסטדינוב,3,1,M,צפון מקדוניה,0,48,0,0,0.0,6.05,0.0,0.178,0.0,0.0,0.0,Tihomir Kostadinov,0,0,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,0.0
סטפן ספירובסקי,3,1,M,צפון מקדוניה,1,46,0,0,0.0,6.05,0.333,0.17,0.0,0.0,0.0,Stefan Spirovski,0,0,0.06,1.0,1.4000000000000041,אוקראינה,1.0,1.4000000000000041,1.7,0.6,-0.249,0.689,1.849,"(0, 1)",2,0.0
