name,price,points,position,team,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,is_penalty_taker,is_starter,team_pr,team_gfpg,team_gapg,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,round,pred_points
אלכסנדר דרגוביץ',6,8,D,אוסטריה,3,220,0,0,0.3,6.72,1.0,0.815,0.0,0.0,0.0,Aleksandar Dragovic,0,1,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,1.0
אנדראס אולמר,6,3,D,אוסטריה,2,180,0,0,0.0,6.32,0.667,0.667,0.0,0.0,0.0,Andreas Ulmer,0,1,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,1.0
מרטין הינטרגר,6,9,D,אוסטריה,3,270,0,0,1.0,6.41,1.0,1.0,0.0,0.0,0.0,Martin Hinteregger,0,1,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,1.0
שטפן ליינר,6,14,D,אוסטריה,3,270,1,0,0.7,7.12,1.0,1.0,0.25,0.0,0.125,Stefan Lainer,0,1,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,2.584
פיליפ לינהרט,5,2,D,אוסטריה,0,51,0,0,0.0,6.14,0.0,0.189,0.0,0.0,0.0,Philipp Lienhart,0,0,0.361,1.52,1.08,הולנד,1.52,1.08,2.4,1.05,-0.334,1.056,2.223,"(1, 2)",2,0.0
אואן וינדאל,8,1,D,הולנד,0,51,0,0,0.0,6.09,0.0,0.189,0.0,0.0,0.0,Owen Wijndal,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
דיילי בלינד,8,18,D,הולנד,3,218,0,0,0.0,7.23,1.0,0.807,0.0,0.0,0.0,Daley Blind,0,1,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,2.0
דנזל דמפריס,8,22,D,הולנד,3,226,2,0,2.0,7.25,1.0,0.837,0.25,0.0,0.167,Denzel Dumfries,0,1,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,5.334
מתייס דה ליכט,8,12,D,הולנד,2,180,0,0,1.5,7.54,0.667,0.667,0.0,0.0,0.0,Matthijs de Ligt,0,1,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,2.0
יואל פלטמן,7,1,D,הולנד,0,2,0,0,0.0,6.02,0.0,0.007,0.0,0.0,0.0,Joël Veltman,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
סטפן דה פריי,7,8,D,הולנד,3,226,0,0,0.3,6.69,1.0,0.837,0.0,0.0,0.0,Stefan de Vrij,0,1,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,2.0
נייתן אקה,6,4,D,הולנד,0,52,0,1,0.5,6.59,0.0,0.193,0.0,0.25,0.083,Nathan Aké,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
יוריין טימבר,5,2,D,הולנד,1,133,0,0,0.5,6.76,0.333,0.493,0.0,0.0,0.0,Jurriën Timber,0,0,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,0.0
פטריק ואן אנהולט,5,18,D,הולנד,3,219,0,0,0.7,6.81,1.0,0.811,0.0,0.0,0.0,Patrick van Aanholt,0,1,0.695,2.4,1.05,אוסטריה,2.4,1.05,1.52,1.08,0.334,2.223,1.056,"(2, 1)",2,2.0
רפאל וראן,10,9,D,צרפת,3,270,0,0,0.3,6.81,1.0,1.0,0.0,0.0,0.0,Raphael Varane,0,1,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,2.0
בנז'מין פבאר,9,7,D,צרפת,2,180,0,0,0.0,6.76,0.667,0.667,0.0,0.0,0.0,Benjamin Pavard,0,1,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,2.0
לוקאס הרננדז,9,6,D,צרפת,2,136,0,0,0.0,6.4,0.667,0.504,0.0,0.0,0.0,Lucas Hernández,0,1,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,2.0
פרסנל קמפמבה,9,8,D,צרפת,3,270,0,0,0.0,6.47,1.0,1.0,0.0,0.0,0.0,Presnel Kimpembe,0,1,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,2.0
לוקה דין,7,2,D,צרפת,1,97,0,0,0.0,6.53,0.333,0.359,0.0,0.0,0.0,Lucas Digne,0,0,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,0.0
ז'ול קונדה,6,-3,D,צרפת,1,90,0,0,0.0,5.85,0.333,0.333,0.0,0.0,0.0,Jules Koundé,0,0,0.925,2.0,0.72,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.165,1.624,1.319,"(1, 1)",3,0.0
ג'ורדי אלבה,9,16,D,ספרד,3,270,0,1,0.0,7.24,1.0,1.0,0.0,0.25,0.125,Jordi Alba,0,1,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,8.342
מרקוס יורנטה,9,8,D,ספרד,2,180,0,0,0.0,7.01,0.667,0.667,0.0,0.0,0.0,Marcos Llorente,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
אמריק לאפורט,8,20,D,ספרד,3,270,1,0,0.3,7.09,1.0,1.0,0.25,0.0,0.125,Aymeric Laporte,0,1,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,10.685
פאו טורס,8,8,D,ספרד,2,199,0,0,0.7,6.64,0.667,0.737,0.0,0.0,0.0,Pau Torres,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
אריק גרסיה,7,6,D,ספרד,1,71,0,0,1.0,6.83,0.333,0.263,0.0,0.0,0.0,Eric García,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
ססאר אספיליקווטה,7,6,D,ספרד,1,77,0,0,2.0,7.3,0.333,0.285,0.0,0.0,0.0,César Azpilicueta,0,0,0.711,2.48,0.6,סלובקיה,2.48,0.6,1.2,1.44,0.573,3.123,0.656,"(3, 0)",3,0.0
טובי אלדרווירלד,8,8,D,בלגיה,2,180,0,0,0.5,6.89,0.667,0.667,0.0,0.0,0.0,Toby Alderweireld,0,1,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,6.0
יאן ורטונגן,8,8,D,בלגיה,2,166,0,0,0.0,7.09,0.667,0.615,0.0,0.0,0.0,Jan Vertonghen,0,1,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,6.0
תומא מונייה,8,18,D,בלגיה,1,169,1,1,1.0,7.11,0.333,0.626,0.167,0.25,0.2,Thomas Meunier,0,1,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,14.704
ג'ייסון דנאייר,7,8,D,בלגיה,2,180,0,0,0.5,6.28,0.667,0.667,0.0,0.0,0.0,Jason Denayer,0,1,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,6.0
תומאס ורמאלן,7,8,D,בלגיה,1,105,0,0,0.3,6.68,0.333,0.389,0.0,0.0,0.0,Thomas Vermaelen,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
דדריק בויאטה,6,12,D,בלגיה,2,180,0,0,0.0,7.26,0.667,0.667,0.0,0.0,0.0,Dedryck Boyata,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
טימותי קסטאן,6,1,D,בלגיה,1,27,0,0,0.0,6.35,0.333,0.1,0.0,0.0,0.0,Timothy Castagne,0,0,0.893,3.2,0.36,פינלנד,3.2,0.36,1.28,1.2,0.858,4.974,0.526,"(4, 0)",3,0.0
אנטוניו רודיגר,9,4,D,גרמניה,3,270,0,0,0.7,6.28,1.0,1.0,0.0,0.0,0.0,Antonio Rüdiger,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,6.0
מאטס הומלס,9,3,D,גרמניה,3,243,0,1,1.7,7.21,1.0,0.9,0.0,0.333,0.143,Mats Hummels,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,9.173
מתיאס גינטר,8,3,D,גרמניה,3,259,0,0,0.3,6.52,1.0,0.959,0.0,0.0,0.0,Matthias Ginter,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,6.0
ניקלאס זולה,8,1,D,גרמניה,0,17,0,0,0.0,6.01,0.0,0.063,0.0,0.0,0.0,Niklas Süle,0,0,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,0.0
אמרה צ'אן,7,2,D,גרמניה,0,30,0,0,0.0,6.03,0.0,0.111,0.0,0.0,0.0,Emre Can,0,0,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,0.0
מרסל הלסטנברג,7,1,D,גרמניה,0,28,0,0,1.0,6.02,0.0,0.104,0.0,0.0,0.0,Marcel Halstenberg,0,0,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,0.0
רובין גוסנס,7,14,D,גרמניה,3,231,1,1,1.3,7.12,1.0,0.856,0.25,0.333,0.286,Robin Gosens,0,1,0.655,3.0,1.05,הונגריה,3.0,1.05,1.04,1.56,0.433,3.173,0.815,"(3, 0)",3,13.933
אלסנדרו באסטוני,8,6,D,איטליה,1,90,0,0,0.0,7.49,0.333,0.335,0.0,0.0,0.0,Alessandro Bastoni,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
אלסנדרו פלורנצי,8,1,D,איטליה,1,46,0,0,0.0,6.25,0.333,0.171,0.0,0.0,0.0,Alessandro Florenzi,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
לאונרדו בונוצ'י,8,13,D,איטליה,3,226,0,0,0.7,6.83,1.0,0.84,0.0,0.0,0.0,Leonardo Bonucci,0,1,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,6.0
אמרסון,7,6,D,איטליה,1,90,0,0,2.0,6.88,0.333,0.335,0.0,0.0,0.0,Emerson,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
ג'יורג'יו קייליני,7,7,D,איטליה,2,114,0,0,1.0,6.99,0.667,0.424,0.0,0.0,0.0,Giorgio Chiellini,0,1,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,6.0
לאונרדו ספינצולה,7,12,D,איטליה,2,180,0,0,1.5,7.38,0.667,0.669,0.0,0.0,0.0,Leonardo Spinazzola,0,1,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,6.0
ג'ובאני די לורנצו,6,7,D,איטליה,1,135,0,0,0.5,6.98,0.333,0.502,0.0,0.0,0.0,Giovanni Di Lorenzo,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
פרנצ'סקו אצ'רבי,6,7,D,איטליה,0,111,0,0,0.0,6.64,0.0,0.413,0.0,0.0,0.0,Francesco Acerbi,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
רפאל טולוי,6,10,D,איטליה,1,110,0,1,1.0,6.79,0.333,0.409,0.0,0.2,0.091,Rafael Tolói,0,0,0.934,2.96,0.48,וויילס,2.96,0.48,1.0,0.8999999999999999,0.502,2.865,0.558,"(2, 0)",3,0.0
ג'ון סטונס,8,18,D,אנגליה,3,259,0,0,0.7,7.15,1.0,0.959,0.0,0.0,0.0,John Stones,0,1,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,6.0
הארי מגווייר,8,6,D,אנגליה,1,90,0,0,0.0,7.34,0.333,0.333,0.0,0.0,0.0,Harry Maguire,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
קייל ווקר,8,12,D,אנגליה,2,180,0,0,0.0,6.68,0.667,0.667,0.0,0.0,0.0,Kyle Walker,0,1,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,6.0
טיירון מינגס,6,13,D,אנגליה,2,191,0,0,0.0,6.78,0.667,0.707,0.0,0.0,0.0,Tyrone Mings,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
לוק שואו,6,12,D,אנגליה,2,180,0,0,0.5,7.31,0.667,0.667,0.0,0.0,0.0,Luke Shaw,0,1,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,6.0
קירן טריפייר,6,6,D,אנגליה,1,90,0,0,1.0,6.94,0.333,0.333,0.0,0.0,0.0,Kieran Trippier,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
ריס ג'יימס,5,6,D,אנגליה,1,90,0,0,1.0,7.41,0.333,0.333,0.0,0.0,0.0,Reece James,0,0,0.834,3.7,0.8999999999999999,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.437,3.736,0.857,"(3, 0)",3,0.0
רובן דיאס,8,0,D,פורטוגל,3,270,0,0,0.0,6.26,1.0,1.0,0.0,0.0,0.0,Rúben Dias,0,1,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,2.0
רפאל גריירו,8,7,D,פורטוגל,3,270,1,0,0.3,6.58,1.0,1.0,0.143,0.0,0.1,Raphael Guerreiro,0,1,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,3.13
פפה,7,6,D,פורטוגל,3,270,0,0,0.3,6.42,1.0,1.0,0.0,0.0,0.0,Pepe,0,1,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,2.0
נלסון סמדו,6,2,D,פורטוגל,3,259,0,0,0.0,6.64,1.0,0.959,0.0,0.0,0.0,Nélson Semedo,0,1,0.76,2.2,0.8999999999999999,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.165,1.319,1.624,"(1, 1)",3,2.0
בורנה בארישיץ',8,1,D,קרואטיה,0,19,0,0,0.0,6.58,0.0,0.07,0.0,0.0,0.0,Borna Barisic,0,1,0.444,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.294,2.287,0.917,"(2, 0)",3,6.0
דומאגוי וידה,7,6,D,קרואטיה,3,270,0,0,0.0,6.33,1.0,1.0,0.0,0.0,0.0,Domagoj Vida,0,1,0.444,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.294,2.287,0.917,"(2, 0)",3,6.0
דיאן לוברן,7,-2,D,קרואטיה,2,180,0,0,0.5,6.36,0.667,0.667,0.0,0.0,0.0,Dejan Lovren,0,0,0.444,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.294,2.287,0.917,"(2, 0)",3,0.0
שימה ורסאליקו,7,4,D,קרואטיה,2,180,0,0,0.0,6.65,0.667,0.667,0.0,0.0,0.0,Sime Vrsaljko,0,1,0.444,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.294,2.287,0.917,"(2, 0)",3,6.0
דוייה צ'אלטה-צאר,6,1,D,קרואטיה,1,90,0,0,0.0,6.42,0.333,0.333,0.0,0.0,0.0,Duje Caleta-Car,0,1,0.444,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.294,2.287,0.917,"(2, 0)",3,6.0
יוסיפ יוראנוביץ',4,2,D,קרואטיה,1,90,0,0,1.0,6.72,0.333,0.333,0.0,0.0,0.0,Josip Juranovic,0,0,0.444,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.294,2.287,0.917,"(2, 0)",3,0.0
ברטוש ברשינסקי,7,3,D,פולין,3,240,0,1,0.3,6.7,1.0,0.889,0.0,0.143,0.071,Bartosz Bereszynski,0,1,0.323,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.304,1.052,1.52,"(1, 1)",3,2.451
יאן בדנארק,7,3,D,פולין,2,180,0,0,0.0,6.26,0.667,0.667,0.0,0.0,0.0,Jan Bednarek,0,1,0.323,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.304,1.052,1.52,"(1, 1)",3,2.0
קמיל גליק,7,2,D,פולין,2,212,0,0,1.0,6.64,0.667,0.785,0.0,0.0,0.0,Kamil Glik,0,1,0.323,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.304,1.052,1.52,"(1, 1)",3,2.0
מאצ'יי ריבוס,6,4,D,פולין,2,157,0,1,0.0,6.8,0.667,0.581,0.0,0.143,0.071,Maciej Rybus,0,1,0.323,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.304,1.052,1.52,"(1, 1)",3,2.451
מיכל הליק,6,0,D,פולין,2,112,0,0,0.0,5.73,0.667,0.415,0.0,0.0,0.0,Michal Helik,0,1,0.323,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.304,1.052,1.52,"(1, 1)",3,2.0
פאבל דוידוביץ',5,1,D,פולין,0,31,0,0,0.0,6.42,0.0,0.115,0.0,0.0,0.0,Pawel Dawidowicz,0,0,0.323,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.304,1.052,1.52,"(1, 1)",3,0.0
קמיל פיאטקובסקי,5,0,D,פולין,1,90,0,0,0.0,7.06,0.333,0.333,0.0,0.0,0.0,Kamil Piatkowski,0,0,0.323,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.304,1.052,1.52,"(1, 1)",3,0.0
מנואל אקנג'י,7,4,D,שווייץ,3,270,0,0,0.3,6.68,1.0,1.0,0.0,0.0,0.0,Manuel Akanji,0,1,0.608,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.036,1.157,1.143,"(1, 1)",3,2.0
ניקו אלבדי,7,4,D,שווייץ,3,270,0,0,0.7,6.62,1.0,1.0,0.0,0.0,0.0,Nico Elvedi,0,1,0.608,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.036,1.157,1.143,"(1, 1)",3,2.0
פביאן שר,7,1,D,שווייץ,2,147,0,0,1.0,6.25,0.667,0.544,0.0,0.0,0.0,Fabian Schär,0,1,0.608,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.036,1.157,1.143,"(1, 1)",3,2.0
ריקרדו רודריגס,7,4,D,שווייץ,3,270,0,0,0.3,6.75,1.0,1.0,0.0,0.0,0.0,Ricardo Rodríguez,1,1,0.608,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.036,1.157,1.143,"(1, 1)",3,2.66
סילבן ווידמר,6,3,D,שווייץ,1,122,0,0,0.0,6.5,0.333,0.452,0.0,0.0,0.0,Silvan Widmer,0,0,0.608,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.036,1.157,1.143,"(1, 1)",3,0.0
קווין אמבאבו,6,2,D,שווייץ,2,149,0,0,0.7,6.36,0.667,0.552,0.0,0.0,0.0,Kevin Mbabu,0,1,0.608,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.036,1.157,1.143,"(1, 1)",3,2.0
לוריס בניטו,5,1,D,שווייץ,0,5,0,0,0.0,5.98,0.0,0.019,0.0,0.0,0.0,Loris Benito,0,0,0.608,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.036,1.157,1.143,"(1, 1)",3,0.0
אנדראס כריסטנסן,7,11,D,דנמרק,3,270,1,0,1.0,7.04,1.0,1.0,0.2,0.0,0.125,Andreas Christensen,0,1,0.697,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.398,2.199,1.152,"(2, 1)",3,4.639
דניאל ואס,7,9,D,דנמרק,3,198,0,0,1.3,6.85,1.0,0.733,0.0,0.0,0.0,Daniel Wass,0,1,0.697,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.398,2.199,1.152,"(2, 1)",3,2.0
יואקים מהלה,7,11,D,דנמרק,3,270,1,0,2.3,7.26,1.0,1.0,0.2,0.0,0.125,Joakim Maehle,0,1,0.697,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.398,2.199,1.152,"(2, 1)",3,4.639
סיימון קיאר,7,5,D,דנמרק,3,243,0,0,0.7,6.55,1.0,0.9,0.0,0.0,0.0,Simon Kjaer,0,1,0.697,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.398,2.199,1.152,"(2, 1)",3,2.0
יאניק וסטרגארד,6,0,D,דנמרק,2,201,0,0,1.3,6.48,0.667,0.744,0.0,0.0,0.0,Jannik Vestergaard,0,0,0.697,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.398,2.199,1.152,"(2, 1)",3,0.0
ינס סטרייגר לארסן,5,3,D,דנמרק,0,74,0,0,0.0,6.22,0.0,0.274,0.0,0.0,0.0,Jens Stryger Larsen,0,0,0.697,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.398,2.199,1.152,"(2, 1)",3,0.0
זקי צ'ליק,6,-4,D,טורקיה,3,270,0,0,0.3,6.17,1.0,1.0,0.0,0.0,0.0,Mehmet Zeki Çelik,0,1,0.572,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.036,1.143,1.157,"(1, 1)",3,2.0
מריח דמיראל,6,-4,D,טורקיה,2,225,0,0,1.0,6.51,0.667,0.833,0.0,0.0,0.0,Merih Demiral,0,0,0.572,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.036,1.143,1.157,"(1, 1)",3,0.0
צ'לאר סויונג'ו,6,-1,D,טורקיה,3,270,0,0,0.3,6.17,1.0,1.0,0.0,0.0,0.0,Çaglar Söyüncü,0,1,0.572,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.036,1.143,1.157,"(1, 1)",3,2.0
קאן אייהאן,6,2,D,טורקיה,2,179,0,0,1.0,6.27,0.667,0.663,0.0,0.0,0.0,Kaan Ayhan,0,0,0.572,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.036,1.143,1.157,"(1, 1)",3,0.0
אומוט מראש,5,2,D,טורקיה,2,162,0,0,0.5,6.2,0.667,0.6,0.0,0.0,0.0,Umut Meras,0,1,0.572,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.036,1.143,1.157,"(1, 1)",3,2.0
מרט מולדר,5,1,D,טורקיה,1,108,0,0,2.0,6.97,0.333,0.4,0.0,0.0,0.0,Mert Müldür,0,0,0.572,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.036,1.143,1.157,"(1, 1)",3,0.0
מריו פרננדס,7,0,D,רוסיה,3,206,0,0,0.7,6.34,1.0,0.763,0.0,0.0,0.0,Mario Fernandes,0,0,0.299,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.398,1.152,2.199,"(1, 2)",3,0.0
אנדריי סמנוב,6,0,D,רוסיה,1,90,0,0,0.0,4.9,0.333,0.333,0.0,0.0,0.0,Andrey Semenov,0,1,0.299,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.398,1.152,2.199,"(1, 2)",3,1.0
גיאורגי דז'יקיה,6,4,D,רוסיה,3,270,0,0,0.0,6.29,1.0,1.0,0.0,0.0,0.0,Georgi Dzhikiya,0,1,0.299,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.398,1.152,2.199,"(1, 2)",3,1.0
יורי ז'ירקוב,6,0,D,רוסיה,1,43,0,0,0.0,5.74,0.333,0.159,0.0,0.0,0.0,Yuri Zhirkov,0,1,0.299,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.398,1.152,2.199,"(1, 2)",3,1.0
פדור קודריאשוב,6,0,D,רוסיה,1,67,0,0,0.0,6.14,0.333,0.248,0.0,0.0,0.0,Fedor Kudryashov,0,0,0.299,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.398,1.152,2.199,"(1, 2)",3,0.0
ויאצ'יסלב קרבאייב,5,7,D,רוסיה,0,134,0,0,0.0,6.24,0.0,0.496,0.0,0.0,0.0,Vyacheslav Karavaev,0,0,0.299,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.398,1.152,2.199,"(1, 2)",3,0.0
איגור דיבייב,4,5,D,רוסיה,2,225,0,0,0.3,6.68,0.667,0.833,0.0,0.0,0.0,Igor Diveev,0,0,0.299,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.398,1.152,2.199,"(1, 2)",3,0.0
אלכסנדר זינצ'נקו,7,4,D,אוקראינה,3,270,0,0,0.0,6.75,1.0,1.0,0.0,0.0,0.0,Oleksandr Zinchenko,0,1,0.309,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.052,1.345,1.097,"(1, 1)",3,2.0
אלכסנדר קראבייב,6,3,D,אוקראינה,3,270,0,1,1.0,6.62,1.0,1.0,0.0,0.25,0.125,Oleksandr Karavaev,0,1,0.309,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.052,1.345,1.097,"(1, 1)",3,3.008
